"","X","word","source","corpusfreq","corpusrank","english","transl_en","textsame"
"3330",3329,"saighdiúirí","gdoc",15,3330,0,"soldiers",0
"3331",3330,"chreid","gdoc",15,3331,0,"believed",0
"3332",3331,"banaltraí","cm",15,3332,0,"nurses",0
"3333",3332,"dífhostaíochta","cm",15,3333,0,"unemployment",0
"3334",3333,"traenála","cm",15,3334,0,"training",0
"3335",3334,"sainmhíniú","mm",15,3335,0,"definition",0
"3336",3335,"gcaisleán","cm",15,3336,0,"castle",0
"3337",3336,"athbhliain","mm",15,3337,0,"new year",0
"3338",3337,"fiach","mm",15,3338,0,"debt",0
"3339",3338,"cór","mm",15,3339,0,"choir",0
"3340",3339,"luimní","cm",15,3340,0,"lime",0
"3341",3340,"chúnamh","cm",15,3341,0,"assistance",0
"3342",3341,"creidmheas","mm",15,3342,0,"credit",0
"3343",3342,"thacaíonn","cm",15,3343,0,"supports",0
"3344",3343,"feabhais","cm",15,3344,0,"improvement",0
"3345",3344,"féadfaidh","cm",15,3345,0,"may",0
"3346",3345,"cuntas","mm",15,3346,0,"account",0
"3347",3346,"an-bheag","cm",15,3347,0,"very small",0
"3348",3347,"héirinn","gdoc",15,3348,0,"Ireland",0
"3349",3348,"sráidbhailte","cm",15,3349,0,"villages",0
"3350",3349,"hearnáil","cm",15,3350,0,"sector",0
"3351",3350,"ansan","gdoc",15,3351,0,"then",0
"3352",3351,"craith","mm",15,3352,0,"bed",0
"3353",3352,"cúigear","mm",15,3353,0,"five people",0
"3354",3353,"bailithe","gdoc",15,3354,0,"collected",0
"3355",3354,"cruthaíodh","cm",15,3355,0,"was created",0
"3356",3355,"dúshlánach","mm",15,3356,0,"challenging",0
"3357",3356,"t-allúntas","cm",15,3357,0,"allowance",0
"3358",3357,"arna","gdoc",15,3358,0,"on",0
"3359",3358,"siamsa","mm",15,3359,0,"entertainment",0
"3360",3359,"bhailte","cm",15,3360,0,"towns",0
"3361",3360,"láir","mm",15,3361,0,"middle",0
"3362",3361,"tiománaí","mm",15,3362,0,"driver",0
"3363",3362,"straitéiseacha","cm",15,3363,0,"strategic",0
"3364",3363,"ardchaighdeán","cm",15,3364,0,"high quality",0
"3365",3364,"deireanaí","cm",15,3365,0,"latest",0
"3366",3365,"cholm","gdoc",15,3366,0,"pigeon",0
"3367",3366,"díolúine","mm",15,3367,0,"exemption",0
"3368",3367,"stíofáin","cm",15,3368,0,"Stephen",0
"3369",3368,"dréachtóirí","cm",15,3369,0,"drafters",0
"3370",3369,"coll","mm",15,3370,1,"hazel",0
"3371",3370,"chomhroinnte","cm",15,3371,0,"shared",0
"3372",3371,"fia","mm",15,3372,0,"deer",0
"3373",3372,"ciaróg","mm",14,3373,0,"beetle",0
"3374",3373,"snag","mm",14,3374,1,"snag",1
"3375",3374,"marbh","mm",14,3375,0,"dead",0
"3376",3375,"flaithiúlach","cm",14,3376,0,"generous",0
"3377",3376,"teicneolaíocht","mm",14,3377,0,"technology",0
"3378",3377,"tsaoi","cm",14,3378,0,"sage",0
"3379",3378,"bhreathnaíonn","cm",14,3379,0,"looks",0
"3380",3379,"tréan","mm",14,3380,0,"strong",0
"3381",3380,"thuairimí","cm",14,3381,0,"opinions",0
"3382",3381,"ócáidí","cm",14,3382,0,"events",0
"3383",3382,"sheachaint","gdoc",14,3383,0,"avoid",0
"3384",3383,"hirisí","cm",14,3384,0,"magazines",0
"3385",3384,"méad","mm",14,3385,0,"size",0
"3386",3385,"tosaíochta","cm",14,3386,0,"priority",0
"3387",3386,"chomhdháil","cm",14,3387,0,"conference",0
"3388",3387,"pháipéar","gdoc",14,3388,0,"paper",0
"3389",3388,"mbeinn","gdoc",14,3389,0,"I would be",0
"3390",3389,"agóid","mm",14,3390,0,"protest",0
"3391",3390,"dada","mm",14,3391,0,"nothing",0
"3392",3391,"siopa","mm",14,3392,0,"shop",0
"3393",3392,"sásamh","mm",14,3393,0,"satisfaction",0
"3394",3393,"díreoidh","cm",14,3394,0,"will focus",0
"3395",3394,"mí-úsáid","mm",14,3395,0,"abuse",0
"3396",3395,"míchumais","cm",14,3396,0,"disabilities",0
"3397",3396,"idirbheartaíocht","cm",14,3397,0,"negotiation",0
"3398",3397,"lom","mm",14,3398,0,"bare",0
"3399",3398,"peig","mm",14,3399,0,"peg",0
"3400",3399,"cánacha","cm",14,3400,0,"taxes",0
"3401",3400,"ceapachán","mm",14,3401,0,"appointment",0
"3402",3401,"difríochtaí","cm",14,3402,0,"differences",0
"3403",3402,"rófhada","gdoc",14,3403,0,"too long",0
"3404",3403,"maíomh","mm",14,3404,0,"claim",0
"3405",3404,"údaras","cm",14,3405,0,"authority",0
"3406",3405,"chlúdach","cm",14,3406,0,"cover",0
"3407",3406,"ullamh","mm",14,3407,0,"ready",0
"3408",3407,"chrógacht","cm",14,3408,0,"bravery",0
"3409",3408,"loighic","mm",14,3409,0,"logic",0
"3410",3409,"cmh","cm",14,3410,0,"cmh",1
"3411",3410,"fócas","mm",14,3411,0,"focus",0
"3412",3411,"idirlín","cm",14,3412,0,"internet",0
"3413",3412,"fógraí","cm",14,3413,0,"advertisements",0
"3414",3413,"tabhair","mm",14,3414,0,"give",0
"3415",3414,"ded","mm",14,3415,0,"dad",0
"3416",3415,"daithí","cm",14,3416,0,"color",0
"3417",3416,"saoráidí","cm",14,3417,0,"facilities",0
"3418",3417,"fhaisnéis","cm",14,3418,0,"information",0
"3419",3418,"indéanta","mm",14,3419,0,"feasible",0
"3420",3419,"domhnaigh","gdoc",14,3420,0,"Sunday",0
"3421",3420,"laigí","cm",14,3421,0,"weaknesses",0
"3422",3421,"n-ainmneoidh","cm",14,3422,0,"will name",0
"3423",3422,"han-mhaith","cm",14,3423,0,"very good",0
"3424",3423,"braonáin","cm",14,3424,0,"droplets",0
"3425",3424,"dónall","mm",14,3425,0,"Donald",0
"3426",3425,"siochána","cm",14,3426,0,"peace",0
"3427",3426,"shábháilteacht","cm",14,3427,0,"safety",0
"3428",3427,"bain","mm",14,3428,0,"remove",0
"3429",3428,"bhfaca","gdoc",14,3429,0,"saw",0
"3430",3429,"fheiscint","gdoc",14,3430,0,"see",0
"3431",3430,"samplaí","gdoc",14,3431,0,"examples",0
"3432",3431,"scrúdaithe","cm",14,3432,0,"examination",0
"3433",3432,"shínigh","cm",14,3433,0,"signed",0
"3434",3433,"gcomhoibriú","cm",14,3434,0,"cooperation",0
"3435",3434,"bhailiú","gdoc",14,3435,0,"collect",0
"3436",3435,"sona","mm",14,3436,0,"happy",0
"3437",3436,"scríbhneoirí","gdoc",14,3437,0,"writers",0
"3438",3437,"dtodhchaí","cm",14,3438,0,"future",0
"3439",3438,"gránna","mm",14,3439,0,"ugly",0
"3440",3439,"tríocha","mm",14,3440,0,"thirty",0
"3441",3440,"stoc","mm",14,3441,0,"stock",0
"3442",3441,"figiúir","cm",14,3442,0,"figure",0
"3443",3442,"túslíne","cm",14,3443,0,"front line",0
"3444",3443,"máthair","mm",14,3444,0,"mother",0
"3445",3444,"háit","gdoc",14,3445,0,"place",0
"3446",3445,"choistí","cm",14,3446,0,"committees",0
"3447",3446,"díograis","mm",14,3447,0,"enthusiasm",0
"3448",3447,"bhanc","cm",14,3448,0,"bank",0
"3449",3448,"gréige","cm",14,3449,0,"Greek",0
"3450",3449,"dtógfaidh","cm",14,3450,0,"will take",0
"3451",3450,"dtuairimí","cm",14,3451,0,"opinions",0
"3452",3451,"chontúirt","cm",14,3452,0,"danger",0
"3453",3452,"aitheantais","gdoc",14,3453,0,"identification",0
"3454",3453,"caitheann","gdoc",14,3454,0,"wears",0
"3455",3454,"seolta","mm",14,3455,0,"sent",0
"3456",3455,"móramh","mm",14,3456,0,"majority",0
"3457",3456,"scoláireachtaí","cm",14,3457,0,"scholarships",0
"3458",3457,"comhtháite","mm",14,3458,0,"integrated",0
"3459",3458,"forógraithe","cm",14,3459,0,"proclaimed",0
"3460",3459,"n-úsáid","cm",14,3460,0,"use",0
"3461",3460,"foclaíocht","cm",14,3461,0,"wording",0
"3462",3461,"monatóireachta","cm",14,3462,0,"monitoring",0
"3463",3462,"noirín","cm",14,3463,0,"lily",0
"3464",3463,"uaillmhianach","mm",14,3464,0,"ambitious",0
"3465",3464,"romhat","cm",14,3465,0,"before you",0
"3466",3465,"cosmhuintir","mm",14,3466,0,"common people",0
"3467",3466,"comharchumann","mm",14,3467,0,"cooperative",0
"3468",3467,"corp","mm",14,3468,1,"body",0
"3469",3468,"háirid","cm",14,3469,0,"especially",0
"3470",3469,"gcreat","cm",14,3470,0,"framework",0
"3471",3470,"bhfarraige","gdoc",14,3471,0,"sea",0
"3472",3471,"phaindéim","cm",14,3472,0,"pandemic",0
"3473",3472,"théamh","cm",14,3473,0,"heating",0
"3474",3473,"shíleann","cm",13,3474,0,"thinks",0
"3475",3474,"binsí","cm",13,3475,0,"benches",0
"3476",3475,"truamhéalach","mm",13,3476,0,"pitiful",0
"3477",3476,"gcabhróidh","cm",13,3477,0,"will help",0
"3478",3477,"togha","mm",13,3478,0,"excellent",0
"3479",3478,"nárbh","gdoc",13,3479,0,"that was not",0
"3480",3479,"labhraítear","cm",13,3480,0,"is spoken",0
"3481",3480,"fógairt","mm",13,3481,0,"announcement",0
"3482",3481,"dhearbhú","cm",13,3482,0,"confirm",0
"3483",3482,"ghrúpaí","cm",13,3483,0,"groups",0
"3484",3483,"léitheoireachta","cm",13,3484,0,"reading",0
"3485",3484,"n-éireodh","cm",13,3485,0,"would succeed",0
"3486",3485,"ghníomh","cm",13,3486,0,"action",0
"3487",3486,"éisteachta","cm",13,3487,0,"listening",0
"3488",3487,"foghlaimeoirí","cm",13,3488,0,"learners",0
"3489",3488,"fheabhas","gdoc",13,3489,0,"excellent",0
"3490",3489,"dhúiche","cm",13,3490,0,"district",0
"3491",3490,"roimpi","gdoc",13,3491,0,"before her",0
"3492",3491,"chroílár","cm",13,3492,0,"heart",0
"3493",3492,"smaoiníonn","cm",13,3493,0,"thinks",0
"3494",3493,"eisean","mm",13,3494,0,"him",0
"3495",3494,"dlúthbhaint","cm",13,3495,0,"close relationship",0
"3496",3495,"an-simplí","cm",13,3496,0,"very simple",0
"3497",3496,"dátheangachas","mm",13,3497,0,"bilingualism",0
"3498",3497,"fraincis","mm",13,3498,0,"French",0
"3499",3498,"cumarsáid","mm",13,3499,0,"communication",0
"3500",3499,"gcogadh","cm",13,3500,0,"war",0
"3501",3500,"sábháil","mm",13,3501,0,"save",0
"3502",3501,"admhaíonn","cm",13,3502,0,"admits",0
"3503",3502,"ghnáth-theanga","cm",13,3503,0,"common language",0
"3504",3503,"staitisticí","cm",13,3504,0,"statistics",0
"3505",3504,"gcomórtas","gdoc",13,3505,0,"competition",0
"3506",3505,"dhíospóireacht","cm",13,3506,0,"debate",0
"3507",3506,"cháineadh","cm",13,3507,0,"criticism",0
"3508",3507,"cártaí","gdoc",13,3508,0,"cards",0
"3509",3508,"n-ais","cm",13,3509,0,"back",0
"3510",3509,"léireodh","cm",13,3510,0,"would show",0
"3511",3510,"annamh","mm",13,3511,0,"rare",0
"3512",3511,"chomhaontaithe","cm",13,3512,0,"agreed",0
"3513",3512,"stró","mm",13,3513,0,"effort",0
"3514",3513,"binse","mm",13,3514,0,"bench",0
"3515",3514,"múinteoireachta","cm",13,3515,0,"teaching",0
"3516",3515,"hollscolaíochta","cm",13,3516,0,"university",0
"3517",3516,"intuigthe","mm",13,3517,0,"understandable",0
"3518",3517,"cairdeas","mm",13,3518,0,"friendship",0
"3519",3518,"airm","gdoc",13,3519,0,"weapons",0
"3520",3519,"chúlra","cm",13,3520,0,"background",0
"3521",3520,"héinne","cm",13,3521,0,"anyone",0
"3522",3521,"ailt","mm",13,3522,0,"articles",0
"3523",3522,"phríomh","cm",13,3523,0,"main",0
"3524",3523,"craobh","mm",13,3524,0,"branch",0
"3525",3524,"cailliúint","cm",13,3525,0,"loss",0
"3526",3525,"féiniúlacht","mm",13,3526,0,"identity",0
"3527",3526,"chúig","gdoc",13,3527,0,"five",0
"3528",3527,"daonáirimh","cm",13,3528,0,"census",0
"3529",3528,"agallamh","mm",13,3529,0,"interview",0
"3530",3529,"déanadh","cm",13,3530,0,"done",0
"3531",3530,"inniúlacht","mm",13,3531,0,"competence",0
"3532",3531,"dlúth","mm",13,3532,0,"compact",0
"3533",3532,"brách","mm",13,3533,0,"never",0
"3534",3533,"ciontach","mm",13,3534,0,"guilty",0
"3535",3534,"stíl","mm",13,3535,0,"style",0
"3536",3535,"chogadh","gdoc",13,3536,0,"war",0
"3537",3536,"riabhach","mm",13,3537,0,"zebra",0
"3538",3537,"thógtar","cm",13,3538,0,"is taken",0
"3539",3538,"lí","mm",13,3539,0,"dye",0
"3540",3539,"ádh","mm",13,3540,0,"luck",0
"3541",3540,"oirthear","mm",13,3541,0,"east",0
"3542",3541,"chríost","gdoc",13,3542,0,"Christ",0
"3543",3542,"píosaí","cm",13,3543,0,"pieces",0
"3544",3543,"nósanna","gdoc",13,3544,0,"habits",0
"3545",3544,"chabhródh","cm",13,3545,0,"would help",0
"3546",3545,"n-eagraíochtaí","cm",13,3546,0,"organizations",0
"3547",3546,"tarrtháil","mm",13,3547,0,"rescue",0
"3548",3547,"fiafraí","mm",13,3548,0,"ask",0
"3549",3548,"mbíodh","gdoc",13,3549,0,"used to be",0
"3550",3549,"tábhairne","mm",13,3550,0,"bartender",0
"3551",3550,"fhiúntach","cm",13,3551,0,"worthy",0
"3552",3551,"mhaoinithe","cm",13,3552,0,"funded",0
"3553",3552,"sealbhú","cm",13,3553,0,"possession",0
"3554",3553,"chomhairliúcháin","cm",13,3554,0,"consultations",0
"3555",3554,"chathaoirleacht","cm",13,3555,0,"chairmanship",0
"3556",3555,"maoirseacht","mm",13,3556,0,"supervision",0
"3557",3556,"hardteistiméireachta","cm",13,3557,0,"leaving certificate",0
"3558",3557,"chomhairlí","cm",13,3558,0,"councils",0
"3559",3558,"saibhre","cm",13,3559,0,"rich",0
"3560",3559,"iarrthóir","mm",13,3560,0,"candidate",0
"3561",3560,"tobhach","mm",13,3561,0,"levy",0
"3562",3561,"háitiúil","cm",13,3562,0,"local",0
"3563",3562,"feargháil","cm",13,3563,0,"love",0
"3564",3563,"taispeáint","cm",13,3564,0,"display",0
"3565",3564,"comáin","cm",13,3565,0,"commons",0
"3566",3565,"ghabhann","gdoc",13,3566,0,"accompanying",0
"3567",3566,"gcluain","cm",13,3567,0,"clan",0
"3568",3567,"chíos","cm",13,3568,0,"rent",0
"3569",3568,"londain","mm",13,3569,0,"London",0
"3570",3569,"hionstraimí","cm",13,3570,0,"instruments",0
"3571",3570,"fhoilsíodh","cm",13,3571,0,"published",0
"3572",3571,"ghailearaí","cm",13,3572,0,"gallery",0
"3573",3572,"bhuel","mm",13,3573,0,"well",0
"3574",3573,"an-éasca","cm",13,3574,0,"very easy",0
"3575",3574,"ború","cm",13,3575,0,"birth",0
"3576",3575,"canúintí","cm",13,3576,0,"dialects",0
"3577",3576,"an-bhuartha","cm",13,3577,0,"very worried",0
"3578",3577,"úinéirí","cm",13,3578,0,"owners",0
"3579",3578,"boscaí","cm",13,3579,0,"boxes",0
"3580",3579,"constaicí","cm",13,3580,0,"obstacles",0
"3581",3580,"chrócaigh","cm",13,3581,0,"crocus",0
"3582",3581,"fhear","gdoc",13,3582,0,"man",0
"3583",3582,"lánsásta","cm",13,3583,0,"very happy",0
"3584",3583,"cúl","mm",13,3584,0,"back",0
"3585",3584,"radharc","mm",13,3585,0,"view",0
"3586",3585,"iar-choimisinéir","cm",13,3586,0,"former commissioner",0
"3587",3586,"méar","mm",13,3587,0,"finger",0
"3588",3587,"pionóis","cm",13,3588,0,"penalties",0
"3589",3588,"eascraíonn","cm",13,3589,0,"arises",0
"3590",3589,"tamaillín","cm",13,3590,0,"a little while",0
"3591",3590,"altraí","cm",13,3591,0,"nurses",0
"3592",3591,"t-iarratas","cm",13,3592,0,"the application",0
"3593",3592,"rannóga","cm",13,3593,0,"sections",0
"3594",3593,"tríona","cm",13,3594,0,"three",0
"3595",3594,"d’fhéadfaí","cm",13,3595,0,"could",0
"3596",3595,"bpaindéim","cm",13,3596,0,"pandemic",0
"3597",3596,"rímhinic","cm",13,3597,0,"very often",0
"3598",3597,"gníomhaigh","mm",13,3598,0,"activate",0
"3599",3598,"fóla","cm",13,3599,0,"blood",0
"3600",3599,"abairt","mm",12,3600,0,"sentence",0
"3601",3600,"nairí","cm",12,3601,0,"ministers",0
"3602",3601,"éireoidh","cm",12,3602,0,"will succeed",0
"3603",3602,"gortaíodh","cm",12,3603,0,"was injured",0
"3604",3603,"uladh","gdoc",12,3604,0,"Ulster",0
"3605",3604,"gconaí","cm",12,3605,0,"always",0
"3606",3605,"eisceachtúil","mm",12,3606,0,"exceptional",0
"3607",3606,"ghnéithe","cm",12,3607,0,"features",0
"3608",3607,"bhac","cm",12,3608,0,"obstacle",0
"3609",3608,"teagaisc","gdoc",12,3609,0,"teaching",0
"3610",3609,"bá","mm",12,3610,0,"bay",0
"3611",3610,"aighneacht","mm",12,3611,0,"submission",0
"3612",3611,"bhríomhar","cm",12,3612,0,"lively",0
"3613",3612,"blas","mm",12,3613,0,"taste",0
"3614",3613,"óráidí","mm",12,3614,0,"speeches",0
"3615",3614,"measartha","mm",12,3615,0,"moderate",0
"3616",3615,"labhraím","cm",12,3616,0,"I speak",0
"3617",3616,"modh","mm",12,3617,0,"method",0
"3618",3617,"éagsúil","mm",12,3618,0,"different",0
"3619",3618,"binn","mm",12,3619,0,"sweet",0
"3620",3619,"fáinne","mm",12,3620,0,"ring",0
"3621",3620,"beocht","mm",12,3621,0,"vitality",0
"3622",3621,"chasadh","gdoc",12,3622,0,"turn",0
"3623",3622,"scartha","gdoc",12,3623,0,"separated",0
"3624",3623,"shéanadh","cm",12,3624,0,"denial",0
"3625",3624,"foirm","mm",12,3625,0,"form",0
"3626",3625,"choláistí","cm",12,3626,0,"colleges",0
"3627",3626,"coimeád","mm",12,3627,0,"keep",0
"3628",3627,"scolaíocht","mm",12,3628,0,"schooling",0
"3629",3628,"phearsanta","gdoc",12,3629,0,"personal",0
"3630",3629,"bród","mm",12,3630,0,"pride",0
"3631",3630,"séú","cm",12,3631,0,"sixth",0
"3632",3631,"tuirseach","mm",12,3632,0,"tired",0
"3633",3632,"eisceacht","mm",12,3633,0,"exception",0
"3634",3633,"nás","cm",12,3634,0,"next",0
"3635",3634,"bheatha","gdoc",12,3635,0,"life",0
"3636",3635,"dealramh","mm",12,3636,0,"apparently",0
"3637",3636,"trédhearcach","mm",12,3637,0,"transparent",0
"3638",3637,"cuíosach","mm",12,3638,0,"relatively",0
"3639",3638,"banna","mm",12,3639,0,"band",0
"3640",3639,"méara","mm",12,3640,0,"finger",0
"3641",3640,"fhorálacha","cm",12,3641,0,"provisions",0
"3642",3641,"dualgaisí","cm",12,3642,0,"duties",0
"3643",3642,"fhógair","gdoc",12,3643,0,"announced",0
"3644",3643,"thuaisceart","gdoc",12,3644,0,"north",0
"3645",3644,"gcáin","cm",12,3645,0,"tax",0
"3646",3645,"mholta","cm",12,3646,0,"recommended",0
"3647",3646,"aisghairm","mm",12,3647,0,"repeal",0
"3648",3647,"n-ainmneacha","cm",12,3648,0,"names",0
"3649",3648,"meánscoile","cm",12,3649,0,"secondary school",0
"3650",3649,"íde","mm",12,3650,0,"use",0
"3651",3650,"astráil","cm",12,3651,0,"Australia",0
"3652",3651,"bhfear","gdoc",12,3652,0,"man",0
"3653",3652,"fágadh","gdoc",12,3653,0,"left",0
"3654",3653,"oilte","mm",12,3654,0,"skilled",0
"3655",3654,"rúis","cm",12,3655,0,"Russia",0
"3656",3655,"tréimhsí","cm",12,3656,0,"periods",0
"3657",3656,"míbhuntáiste","mm",12,3657,0,"disadvantage",0
"3658",3657,"dallamullóg","mm",12,3658,0,"deception",0
"3659",3658,"clochán","mm",12,3659,0,"cobblestone",0
"3660",3659,"phríobháideach","cm",12,3660,0,"private",0
"3661",3660,"thógann","cm",12,3661,0,"take",0
"3662",3661,"tairbheach","mm",12,3662,0,"beneficial",0
"3663",3662,"mealladh","mm",12,3663,0,"deception",0
"3664",3663,"tóg","mm",12,3664,0,"take",0
"3665",3664,"t-oileán","cm",12,3665,0,"island",0
"3666",3665,"pháirc","gdoc",12,3666,0,"park",0
"3667",3666,"cluas","mm",12,3667,0,"ear",0
"3668",3667,"sléibhte","gdoc",12,3668,0,"mountains",0
"3669",3668,"chailliúint","cm",12,3669,0,"loss",0
"3670",3669,"mbillí","cm",12,3670,0,"bills",0
"3671",3670,"gcarraig","cm",12,3671,0,"rock",0
"3672",3671,"mhaolú","cm",12,3672,0,"relief",0
"3673",3672,"udarás","cm",12,3673,0,"authority",0
"3674",3673,"shasana","gdoc",12,3674,0,"England",0
"3675",3674,"tánaistí","cm",12,3675,0,"secondaries",0
"3676",3675,"cic","mm",12,3676,0,"kick",0
"3677",3676,"shochaí","cm",12,3677,0,"society",0
"3678",3677,"bochtanas","mm",12,3678,0,"poverty",0
"3679",3678,"thógfaidh","cm",12,3679,0,"will take",0
"3680",3679,"guantánamo","cm",12,3680,0,"Guantanamo",0
"3681",3680,"hoileán","cm",12,3681,0,"island",0
"3682",3681,"an-tábhacht","cm",12,3682,0,"very important",0
"3683",3682,"scoilt","mm",12,3683,0,"split",0
"3684",3683,"síniú","mm",12,3684,0,"signature",0
"3685",3684,"taoide","mm",12,3685,0,"tide",0
"3686",3685,"fhógra","cm",12,3686,0,"announcement",0
"3687",3686,"huimhreacha","cm",12,3687,0,"numbers",0
"3688",3687,"buí","mm",12,3688,0,"yellow",0
"3689",3688,"an-mheas","cm",12,3689,0,"highly regarded",0
"3690",3689,"araile","mm",12,3690,0,"etc.",0
"3691",3690,"bpáirc","gdoc",12,3691,0,"field",0
"3692",3691,"n-íoc","cm",12,3692,0,"to pay",0
"3693",3692,"gceadófar","cm",12,3693,0,"will be allowed",0
"3694",3693,"mhuinín","cm",12,3694,0,"confidence",0
"3695",3694,"iníon","mm",12,3695,0,"daughter",0
"3696",3695,"tharrtháil","cm",12,3696,0,"rescue",0
"3697",3696,"comhpháirtíocht","cm",12,3697,0,"partnership",0
"3698",3697,"donncha","mm",12,3698,0,"brown",0
"3699",3698,"leochailí","cm",12,3699,0,"vulnerable",0
"3700",3699,"urlár","mm",12,3700,0,"floor",0
"3701",3700,"bheart","cm",12,3701,0,"measure",0
"3702",3701,"teas","mm",12,3702,1,"heat",0
"3703",3702,"cinniúnach","mm",12,3703,0,"decisive",0
"3704",3703,"léifidh","cm",12,3704,0,"will read",0
"3705",3704,"contúirt","mm",12,3705,0,"danger",0
"3706",3705,"bhainistiú","cm",12,3706,0,"manage",0
"3707",3706,"substaintiúil","mm",12,3707,0,"substantial",0
"3708",3707,"bainistiú","cm",12,3708,0,"management",0
"3709",3708,"feidhmiúcháin","cm",12,3709,0,"executive",0
"3710",3709,"tabhachtach","cm",12,3710,0,"important",0
"3711",3710,"tabharfar","cm",12,3711,0,"will be given",0
"3712",3711,"votáil","cm",12,3712,0,"vote",0
"3713",3712,"airdeallach","mm",12,3713,0,"alert",0
"3714",3713,"dháileadh","cm",12,3714,0,"distribution",0
"3715",3714,"teicneolaíochta","cm",12,3715,0,"technology",0
"3716",3715,"féín","cm",12,3716,0,"myself",0
"3717",3716,"shamhlú","gdoc",12,3717,0,"imagine",0
"3718",3717,"cothroime","mm",12,3718,0,"fairness",0
"3719",3718,"tábla","mm",12,3719,0,"table",0
"3720",3719,"achmhainní","cm",12,3720,0,"resources",0
"3721",3720,"áspc","cm",12,3721,0,"aspc",0
"3722",3721,"riordáin","cm",12,3722,0,"erode",0
"3723",3722,"cloch","mm",12,3723,0,"stone",0
"3724",3723,"spéisiúla","cm",12,3724,0,"interesting",0
"3725",3724,"bhfeicfidh","cm",12,3725,0,"will see",0
"3726",3725,"soiléireacht","cm",12,3726,0,"clarity",0
"3727",3726,"cléire","cm",12,3727,0,"clergy",0
"3728",3727,"mair","mm",12,3728,0,"live",0
"3729",3728,"tirim","mm",12,3729,0,"dry",0
"3730",3729,"suarach","mm",12,3730,0,"despicable",0
"3731",3730,"móin","mm",12,3731,0,"peat",0
"3732",3731,"bhféadfaidh","cm",12,3732,0,"may",0
"3733",3732,"gcúl","gdoc",12,3733,0,"back",0
"3734",3733,"earraí","gdoc",12,3734,0,"goods",0
"3735",3734,"mhórdha","cm",12,3735,0,"big",0
"3736",3735,"lofa","mm",12,3736,0,"rotten",0
"3737",3736,"smaointí","cm",12,3737,0,"thoughts",0
"3738",3737,"achomhairc","cm",12,3738,0,"appeal",0
"3739",3738,"mír","mm",12,3739,0,"item",0
"3740",3739,"uaithi","gdoc",12,3740,0,"from her",0
"3741",3740,"tseisiúin","cm",12,3741,0,"sessions",0
"3742",3741,"painéal","mm",12,3742,0,"panel",0
"3743",3742,"gheimhridh","gdoc",12,3743,0,"winter",0
"3744",3743,"rúnda","mm",12,3744,0,"secret",0
"3745",3744,"iarrthóirí","cm",12,3745,0,"candidates",0
"3746",3745,"seimineár","mm",12,3746,0,"seminar",0
"3747",3746,"ardleibhéal","cm",12,3747,0,"high level",0
"3748",3747,"stailc","mm",12,3748,0,"strike",0
"3749",3748,"móna’s","cm",12,3749,0,"turf's",0
"3750",3749,"fhoirgneamh","cm",12,3750,0,"building",0
"3751",3750,"palaistíne","cm",12,3751,0,"Palestine",0
"3752",3751,"t-ardú","cm",12,3752,0,"rise",0
"3753",3752,"chraobh","cm",12,3753,0,"branch",0
"3754",3753,"niamhand","cm",12,3754,0,"no one",0
"3755",3754,"gcvu","cm",12,3755,0,"cvu",0
"3756",3755,"léas","mm",12,3756,0,"lease",0
"3757",3756,"teifeach","mm",12,3757,0,"refugee",0
"3758",3757,"pleanála’s","cm",12,3758,0,"planning",0
"3759",3758,"bóithrín","mm",12,3759,0,"road",0
"3760",3759,"céimiúil","mm",12,3760,0,"official",0
"3761",3760,"chomhairliúchán","cm",12,3761,0,"consultation",0
"3762",3761,"d’aois","cm",12,3762,0,"your age",0
"3763",3762,"spásanna","cm",12,3763,0,"spaces",0
"3764",3763,"fáchoinne","cm",12,3764,0,"guard",0
"3765",3764,"folláine","cm",12,3765,0,"well-being",0
"3766",3765,"tríonóide","cm",12,3766,0,"trinity",0
"3767",3766,"nortúin","cm",12,3767,0,"Norton",0
"3768",3767,"leictreonach","mm",11,3768,0,"electronic",0
"3769",3768,"tuismitheoir","mm",11,3769,0,"parent",0
"3770",3769,"achar","mm",11,3770,0,"distance",0
"3771",3770,"ballóide","cm",11,3771,0,"ballot",0
"3772",3771,"bhfuileadar","cm",11,3772,0,"they are",0
"3773",3772,"achtaíodh","cm",11,3773,0,"enacted",0
"3774",3773,"fisiciúil","cm",11,3774,0,"physical",0
"3775",3774,"curaclam","mm",11,3775,0,"curriculum",0
"3776",3775,"téacsleabhair","cm",11,3776,0,"textbooks",0
"3777",3776,"fhearr","gdoc",11,3777,0,"better",0
"3778",3777,"triú","cm",11,3778,0,"third",0
"3779",3778,"fhiú","gdoc",11,3779,0,"worth",0
"3780",3779,"polaitíocht","mm",11,3780,0,"politics",0
"3781",3780,"eaglais","mm",11,3781,0,"church",0
"3782",3781,"iar-sheanadóir","cm",11,3782,0,"former senator",0
"3783",3782,"ollamh","mm",11,3783,0,"professor",0
"3784",3783,"iascaireacht","mm",11,3784,0,"fishing",0
"3785",3784,"rothar","mm",11,3785,0,"bicycle",0
"3786",3785,"ceacht","mm",11,3786,0,"lesson",0
"3787",3786,"cáipéis","mm",11,3787,0,"document",0
"3788",3787,"gcóir","cm",11,3788,0,"fair",0
"3789",3788,"thaispeáin","gdoc",11,3789,0,"show",0
"3790",3789,"státchórais","cm",11,3790,0,"state systems",0
"3791",3790,"cnaipe","mm",11,3791,0,"button",0
